"SourceUrl","SourcePath","FinalUrl","Status","ContentType","Title","H1","SourceType","CrawlAction","NewAction","NewTarget","Bucket","Note"
"https://www.arctic-spas.cz/content/download/navod-arctic-2010.pdf","/content/download/navod-arctic-2010.pdf","https://www.arctic-spas.cz/content/download/navod-arctic-2010.pdf","200","application/pdf","","","download_asset","review_download","import_download","/ke-stazeni/","download","Import as download CPT/media; old PDF URL redirects dynamically when media exists."
"https://www.arctic-spas.cz/content/download/navod-arctic-2015.pdf","/content/download/navod-arctic-2015.pdf","https://www.arctic-spas.cz/content/download/navod-arctic-2015.pdf","200","application/pdf","","","download_asset","review_download","import_download","/ke-stazeni/","download","Import as download CPT/media; old PDF URL redirects dynamically when media exists."
"https://www.arctic-spas.cz/content/download/navod-arctic-2018.pdf","/content/download/navod-arctic-2018.pdf","https://www.arctic-spas.cz/content/download/navod-arctic-2018.pdf","200","application/pdf","","","download_asset","review_download","import_download","/ke-stazeni/","download","Import as download CPT/media; old PDF URL redirects dynamically when media exists."
"https://www.arctic-spas.cz/content/download/navod-arctic-2020-en.pdf","/content/download/navod-arctic-2020-en.pdf","https://www.arctic-spas.cz/content/download/navod-arctic-2020-en.pdf","200","application/pdf","","","download_asset","review_download","import_download","/ke-stazeni/","download","Import as download CPT/media; old PDF URL redirects dynamically when media exists."
"https://www.arctic-spas.cz/content/download/navod-coyote.pdf","/content/download/navod-coyote.pdf","https://www.arctic-spas.cz/content/download/navod-coyote.pdf","200","application/pdf","","","download_asset","review_download","import_download","/ke-stazeni/","download","Import as download CPT/media; old PDF URL redirects dynamically when media exists."
"https://www.arctic-spas.cz/content/download/navod-onzen.pdf","/content/download/navod-onzen.pdf","https://www.arctic-spas.cz/content/download/navod-onzen.pdf","200","application/pdf","","","download_asset","review_download","import_download","/ke-stazeni/","download","Import as download CPT/media; old PDF URL redirects dynamically when media exists."
"https://www.arctic-spas.cz/content/download/navod-spaboy-2017.pdf","/content/download/navod-spaboy-2017.pdf","https://www.arctic-spas.cz/content/download/navod-spaboy-2017.pdf","200","application/pdf","","","download_asset","review_download","import_download","/ke-stazeni/","download","Import as download CPT/media; old PDF URL redirects dynamically when media exists."
"https://www.arctic-spas.cz/content/download/navod-veslarsky-trenazer.pdf","/content/download/navod-veslarsky-trenazer.pdf","https://www.arctic-spas.cz/content/download/navod-veslarsky-trenazer.pdf","200","application/pdf","","","download_asset","review_download","import_download","/ke-stazeni/","download","Import as download CPT/media; old PDF URL redirects dynamically when media exists."
"https://www.arctic-spas.cz/content/download/rozmery/rozmery-7-in.pdf","/content/download/rozmery/rozmery-7-in.pdf","https://www.arctic-spas.cz/content/download/rozmery/rozmery-7-in.pdf","200","application/pdf","","","download_asset","review_download","import_download","/ke-stazeni/","download","Import as download CPT/media; old PDF URL redirects dynamically when media exists."
"https://www.arctic-spas.cz/content/download/rozmery/rozmery-8-in.pdf","/content/download/rozmery/rozmery-8-in.pdf","https://www.arctic-spas.cz/content/download/rozmery/rozmery-8-in.pdf","200","application/pdf","","","download_asset","review_download","import_download","/ke-stazeni/","download","Import as download CPT/media; old PDF URL redirects dynamically when media exists."
